text,label
This book primarily emphasizes the physical aspects of the body - asana and prana.  Yoga,1
"is  the  mother  of  all  physical  exercises.    It  encompasses    flexibility,  strength,  balance,",1
"coordination,  conditioning,  cardiovascular  training,  visceral  balancing,  and  mind-body",1
"fitness.    Asanas  influence  the  nervous,  cardiovascular,  respiratory,  musculo-skeletal,",1
"endocrine,  reproductive,  and  digestive  systems.    The  systems  in  the  body  work  in  a",1
harmonious  unit  where  a  change  in one  system  manifests  a complimentary change in  all,1
"Yoga  is  a  whole  body  practice.    Every  muscle,  joint,  and  ligament  are  part  of  the  whole  body",1
"system.  When the range of motion of one joint is increased it affects the entire system, and vice",1
"versa.  Ultimately, the body will go where the mind  leads it to.  The best starting point is to have",1
"an inspired, focused, committed mind,  with an attitude of wanting to balance the body.",1
"An open, flexible  mind is the beginning to a healthy yoga journey.  Many seekers of yogic study",1
"want to see quick changes, and fast results.  The reality is that on a physical level, stretching and",1
"committing to improve flexibility takes time, hard work, and patience, requiring a lot of trust in the",1
"bodys ability to improve.    There is  NO  instant  gratification,  but  positive  results  become evident",1
"over time when one is PATIENT  and PERSISTENT, maintaining a regular asana program.",1
Body  postural  alignment  is  a  crucial  component  of  asana  practice.    In  our  material  world  all,1
machines require that the composite parts are in  alignment with one another in order to function,1
"properly.  The doors in the  home, the zipper on the purse, the tires on  the car, etc. all require the",1
"parts  to  be  in  alignment  with    one  another  in  order  to  function  properly.  Likewise,  yoga  is  a",1
structural  and  mechanical  practice  with  a  dynamic  component  that  involves  the  joints  and,1
"muscles to function in alignment with each other.   If the structural body alignment is not correct,",1
severe  damage  of  the  joints  and  supporting  ligaments  may  result.    We  have  overemphasized,1
"postural  alignment  in  this  book  so  YOU  may  have  the  best  experience  practicing  yoga,  injury",1
free.  Postural re-alignment is a major component of asana practice.  Optimum postural alignment,1
"in every asana will prevent soft tissue injuries, and give maximum  benefit.",1
"The body joints function best when they  remain within  their given range of motion, the  muscles",1
"surrounding  the  joints  provide  balanced  tension  maintaining  alignment  both  at  the  joint,  and",1
between  the  joints.   Loss  of  mechanical  alignment  at  the  joint    level  or at a compensating  joint,1
"can lead  to extreme wear, tear, and pain.",1
"Most of  us  look  at  the  body  through  a  very  narrow  scope,  focusing  on  the  tree  instead  of  the",1
"forest.    In  regards  to  localized  joint  imbalance  or  injury,  an  attitude  of  specialization  is  far  too",1
"common.  For example, if a runner has a knee problem, all too often the tendency is to treat the",1
knee without regard to other parts of the body that might be causing damage. The knee problem,1
"could easily be the result of a hip or back dysfunction, or a foot imbalance, both common causes",1
"of  knee  injuries.    On  the  other  hand,  if  a  cyclist  has  a  back  problem,  the  root  of  the  injury  will",1
"more than likely be the position of the legs on the bike, or possibly the position of the foot on the",1
An  overall  description  of  the  musculo-skeletal  system  is  described  to  insure  a  deeper,1
understanding  of  the  body.    Knowing  the  science  and  mechanics  of  the  body  helps  create,1
Posture  is  basically  the  way  the  body  mechanically  aligns  and  positions  itself  in  space,1
throughout  the  day.    Body  posture  changes  every  few  minutes  in  adaptation  to  various,1
activities and stresses.  The total visual posture is therefore the long-term average of the total,1
alignment  in  space.  Postural  habits  developed  over  the  years  often  reflect  the  unconscious,1
patterns of the mind.  Yoga is a practice that will bring the body back to optimum  posture.,1
Optimum  posture  is  when  the  body  is  mechanically  aligned  with  minimum  strain  on  the,1
"muscles, ligaments, and joints.  In this efficient position the fewest restrictions are imposed on",1
"the  muscular  and  nervous systems,  energy is  not  wasted  to   simply  hold  the  body  up.    This",1
energy  can  be  utilized  for  creativity  and  productivity.    Optimum  posture  consists  of  a,1
"combination of the following chin lock, neutral spine, core engagement, sternum lift, shoulder",1
"blade  retraction,  joint  mobility,  muscle  flexibility,  and  diaphragmatic  breathing.    These",1
qualities are discussed later in greater detail.,1
Decreased stress and tension in the supportive skeletal muscles,1
Less wear and tear in the joint structures,1
Increased contractingrelaxing ability of the diaphragm enhancing the amount of air capacity,1
"Reduced strain on the neck, jaw, and upper back muscles",1
"Relaxed state of mind, carrying the body effortlessly",1
A  complete  structural  alignment  and  postural  evaluation    is  necessary  to  ascertain  the  main,1
deviations that  have developed within the  musculo-skeletal system of the body.  Here is a quick,1
reference check to evaluate your posture.,1
"Stand at ease, feet parallel, hip-width apart",1
"The knees are relaxed, neither bent nor hyper-extended",1
The gluteals touch the wall and pelvis is neutral,1
"There is a light hollow space between the contact points of the neck, low back, and the wall",1
The shoulders and hips are parallel to the ground,1
"The back of the head touches the wall, and the head lies directly over the trunk",1
The ears align directly over the middle of the shoulders,1
The eyes and chin are parallel with the ground,1
A  general rule of thumb for maintaining optimum  posture is to maintain maximum height without,1
feeling any strain in the muscles and joints.,1
"Neutral spine is the position of  the spine where every joint is held in optimal position, allowing",1
an equal distribution of force through the entire  body structure.  In neutral spine the body is in,1
a natural upright position where the spine retains its natural curves.,1
DETERMINING   NEUTRAL SPINE   IN  STANDING  POSTURE,1
"Stand with the back against a wall, feet hip-width apart, in alignment  with the knees.",1
"Rotate the bottom of the tailbone forward, under the body, into a full pelvic tilt this position will",1
straighten the curve in the low back.  Image 1. Now rotate the hips so the tailbone is pointing,1
"in  the  opposite  direction,  away  from  the  buttocks  this  position  will  increase  the  curve  in  the",1
"lumbar  spine.    Image  2.  These  two  points  represent  full  lumbar  flexionextension  range,  and",1
"neutral, of course, is in the middle.  Image 3.",1
Repeat this movement several times slowly decreasing the range between both points until the,1
middle  neutral  is  found.    Another  way  to  find  this  neutral  space  is to  place  the  palms  of  the,1
hands  on  the  outer  edges  of  the  pelvis  with  the  finger  tips  below  the  navel  or  on  the  pubic,1
bone.  The  objective  is  to  pivot  the  hips  back  and  forth  until  the  palms  of  the  hands  are,1
absolutely  perpendicular  to  the  mat.    When  neutral  spine  is  isolated  the  abdominal  muscles,1
